,validatation_mae,validation_mse,train_mae,train_mse
0,1.136791,0.67106485,1.2550045,0.73359066
1,1.0870489,0.6505137,1.121929,0.6607103
2,0.9499545,0.57961226,1.0330603,0.6187012
3,0.91628754,0.5642759,0.9505611,0.5768917
4,0.9099181,0.56227094,0.9582196,0.58080286
5,0.92144376,0.5657197,0.91750073,0.5609821
6,0.9538975,0.5822682,0.90976644,0.55783784
7,0.92114043,0.5673382,0.9068092,0.55619323
8,0.9123446,0.5623597,0.90407944,0.5545772
9,0.90203214,0.55744624,0.89740676,0.5516876
10,0.9138611,0.5641429,0.89369124,0.5492563
11,0.9144677,0.564039,0.89111316,0.54801315
12,0.903852,0.56217915,0.8904307,0.54848135
13,0.90354866,0.55795854,0.87973917,0.5438954
14,0.9011222,0.5572924,0.890734,0.54773
15,0.89141643,0.55363655,0.8807249,0.5436719
16,0.9105247,0.5642801,0.8755687,0.5406688
17,0.9111313,0.5632319,0.8681377,0.53606796
18,0.9047619,0.5590679,0.87056416,0.53844243
19,0.9123446,0.5631601,0.86836517,0.53636545
20,0.8938429,0.5543927,0.87321806,0.5395648
21,0.90263873,0.5568266,0.8637398,0.5353722
22,0.90718836,0.5589507,0.8530482,0.528731
23,0.9132545,0.56733644,0.84781617,0.526654
24,0.91082805,0.5638906,0.8521383,0.52869016
25,0.92690325,0.5714883,0.8652563,0.5349028
26,0.8989991,0.55818725,0.8543373,0.5306621
27,0.8974826,0.55627096,0.857977,0.5317354
28,0.91780406,0.567891,0.84622383,0.5258821
29,0.9111313,0.5714875,0.85229,0.52890354
30,0.89778584,0.55947244,0.8546406,0.5312403
31,0.9181074,0.5712412,0.84266,0.5241385
32,0.93327266,0.57794625,0.8429633,0.5246861
33,0.9244768,0.56912017,0.8332575,0.5192522
34,0.9153776,0.5673159,0.8331817,0.5194901
35,0.91416436,0.5694882,0.84076434,0.5230273
36,0.92690325,0.57614595,0.8227176,0.51254517
37,0.9259933,0.5692318,0.83143765,0.51860857
38,0.9265999,0.5744975,0.8319684,0.5181997
39,0.91780406,0.5686902,0.82393086,0.5143385
40,0.91204125,0.56921566,0.8257507,0.5144635
41,0.9202305,0.57403123,0.81733394,0.5095356
42,0.9308462,0.5758003,0.8149075,0.510257
43,0.921747,0.57204115,0.8136184,0.50809085
44,0.9259933,0.57824105,0.8038368,0.50121284
45,0.90840155,0.5658142,0.7948893,0.4966564
46,0.9584471,0.5942304,0.7981498,0.49832675
47,0.9435851,0.5826648,0.79769486,0.49827442
48,0.94115865,0.58642447,0.7881407,0.4926973
49,0.92902637,0.57615715,0.7885957,0.4931334
50,0.940552,0.5836547,0.78563845,0.49058673
51,0.9278132,0.576052,0.7853351,0.49032426
52,0.91780406,0.5767548,0.792842,0.49348947
53,0.9447983,0.58565223,0.7806339,0.48807213
54,0.94874126,0.5896875,0.7796482,0.48605466
55,0.95359415,0.58952266,0.77426445,0.48264265
56,0.9378223,0.582983,0.76736426,0.47810602
57,0.9463148,0.58971447,0.78647256,0.49000135
58,0.9287231,0.58472717,0.7702457,0.48019958
59,0.94115865,0.58887917,0.75894755,0.47381645
60,0.94692147,0.59160787,0.7592508,0.47347656
61,0.95177436,0.5932813,0.7669093,0.47697774
62,0.9235669,0.57574284,0.75181985,0.4684319
63,0.9590537,0.5981624,0.7478769,0.46567252
64,0.94692147,0.59246904,0.7611465,0.47229815
65,0.9259933,0.5827492,0.7379436,0.45870277
66,0.9390355,0.58893245,0.74529874,0.46257684
67,0.9287231,0.586535,0.73635125,0.4577831
68,0.9457082,0.5953058,0.7411283,0.45918375
69,0.93751895,0.5943225,0.73908097,0.45675924
70,0.9402487,0.592478,0.74044585,0.45838135
71,0.93751895,0.5872662,0.7340006,0.45406795
72,0.9447983,0.5909921,0.7401425,0.45582017
73,0.94692147,0.5974244,0.7266454,0.45000428
74,0.9356991,0.59266394,0.71072185,0.4392632
75,0.97148925,0.60596585,0.7223992,0.44550756
76,0.96269333,0.60372406,0.7187595,0.4440941
77,0.9490446,0.5965287,0.71269333,0.4393455
78,0.9314528,0.58399683,0.7131483,0.43930814
79,0.92811644,0.5913692,0.71845615,0.44237787
80,0.936609,0.5864005,0.70791626,0.43435857
81,0.9447983,0.59216505,0.71868366,0.44213974
82,0.95359415,0.59865296,0.7161814,0.43932006
83,0.93751895,0.5918666,0.7077646,0.43329751
84,0.9399454,0.59072554,0.7026843,0.4310559
85,0.94783133,0.59682566,0.6922202,0.42346042
86,0.95238096,0.6013553,0.6904762,0.42394975
87,0.96845615,0.6059962,0.68615407,0.4207217
88,0.94874126,0.60141605,0.6963148,0.42637095
89,0.9605702,0.6004039,0.69692147,0.42579067
90,0.96148014,0.610384,0.6850925,0.41893658
91,0.9793752,0.6129162,0.6836518,0.4165006
92,0.9372156,0.5918141,0.6821353,0.41600865
93,0.94813466,0.59341294,0.6850925,0.41927245
94,0.9399454,0.5959642,0.6821353,0.41584268
95,0.9451016,0.59503895,0.6864574,0.4172123
96,0.9654231,0.61158496,0.6681074,0.4073285
97,0.9454049,0.59410304,0.67114043,0.40843585
98,0.96148014,0.6097044,0.6856991,0.4167619
99,0.9372156,0.5931327,0.6750076,0.41134045
100,0.95875037,0.60549057,0.6661359,0.40545464
101,0.9548074,0.6046419,0.6693964,0.40543452
102,0.9611768,0.6028144,0.6890355,0.4165769
103,0.9584471,0.59783715,0.6716712,0.4077462
104,0.9866545,0.62318623,0.6587807,0.40049586
105,0.9548074,0.59963834,0.6602972,0.40060717
106,0.9760388,0.61418366,0.65999395,0.3988476
107,0.9705793,0.6126606,0.65658176,0.3982757
108,0.94722474,0.5998995,0.6666667,0.4041139
109,0.95935696,0.6108496,0.6602214,0.39956656
110,0.95359415,0.60394704,0.65006065,0.3947805
111,0.95602065,0.6132684,0.6413406,0.38881594
112,0.9599636,0.6052852,0.65370035,0.39625612
113,0.96299666,0.6106553,0.6483166,0.3934312
114,0.97634214,0.6140168,0.64308465,0.38844743
115,0.9302396,0.5908588,0.648165,0.3916232
116,0.9605702,0.61048144,0.6424022,0.3881659
117,0.9451016,0.6027318,0.63876253,0.38461012
118,0.94813466,0.5998342,0.64369124,0.38905507
119,0.9463148,0.6013747,0.64922655,0.3917462
120,0.98149836,0.61817896,0.6318623,0.38180506
121,0.97209585,0.60892344,0.63724595,0.38350883
122,0.9542008,0.6042571,0.64573854,0.38981146
123,0.98119503,0.616914,0.63254476,0.38101882
124,0.96633303,0.6076163,0.6376251,0.38280022
125,0.9693661,0.61647886,0.6312557,0.380665
126,0.97725207,0.6165411,0.6336063,0.38169533
127,0.9878678,0.619933,0.6361844,0.38197744
128,0.9457082,0.6028063,0.6439187,0.38620797
129,0.9633,0.61261535,0.62738854,0.37800455
130,0.9669396,0.6144362,0.6272369,0.3773088
131,0.9681529,0.6127061,0.62321806,0.37457776
132,0.9669396,0.61162597,0.6180619,0.37222904
133,0.93691236,0.59436744,0.62951165,0.37924674
134,0.9669396,0.6172012,0.6318623,0.37927517
135,0.9520776,0.60513675,0.6222323,0.37397277
136,0.9839248,0.6215076,0.62458295,0.3742523
137,0.978162,0.6220189,0.6166212,0.37124357
138,0.98695785,0.6220694,0.61851686,0.37125182
139,0.95935696,0.611558,0.6275402,0.37657326
140,0.97573555,0.6190461,0.6229148,0.37354633
141,0.96269333,0.6144498,0.61419475,0.36880946
142,0.9581438,0.60902846,0.6218532,0.37269077
143,0.9687595,0.61271983,0.61882013,0.3723991
144,0.9611768,0.6066778,0.61624205,0.3693436
145,0.9708826,0.6140452,0.6044131,0.3623424
146,0.9654231,0.6188838,0.60994846,0.36471888
147,0.9669396,0.6129597,0.6107825,0.36606675
148,0.9842281,0.6199171,0.607977,0.3633833
149,0.98331815,0.622438,0.6151805,0.36892202
150,0.9723992,0.61578107,0.6096451,0.3649859
151,0.96572644,0.6139337,0.60282075,0.35973015
152,0.9426752,0.59938824,0.5966788,0.35697204
153,0.99332726,0.62811434,0.61138916,0.36569747
154,0.9545041,0.60928,0.61032754,0.36575156
155,0.9699727,0.6187413,0.6115408,0.36782017
156,0.9857446,0.6240339,0.60987264,0.36367103
157,0.9711859,0.6102811,0.6061571,0.3613901
158,0.9511677,0.6070532,0.60714287,0.36423928
159,0.95359415,0.6040222,0.60335153,0.35848573
160,0.9730058,0.61954165,0.58651805,0.34786645
161,0.9642099,0.6154046,0.5840158,0.34672827
162,0.96299666,0.6140593,0.57521987,0.3411367
163,0.9660297,0.6129043,0.56953293,0.33830115
164,0.9708826,0.6173729,0.5713527,0.33688137
165,0.985138,0.6245413,0.56816804,0.3365924
166,0.9687595,0.6186827,0.57097363,0.33691224
167,0.9711859,0.6204262,0.5662724,0.33441618
168,0.9575372,0.6098993,0.5669548,0.3339477
169,1.0042462,0.63743705,0.56104034,0.3311257
170,0.9711859,0.61739767,0.5652108,0.3336315
171,0.9839248,0.6247353,0.56020623,0.3308569
172,0.97725207,0.62385917,0.5558841,0.3286438
173,0.96087354,0.61585534,0.56111616,0.33041734
174,0.97725207,0.6187851,0.5563391,0.3285178
175,0.96633303,0.6167909,0.5585381,0.3287452
176,0.96845615,0.61833584,0.5570974,0.3284072
177,0.9542008,0.6127504,0.5583864,0.328842
178,0.9639066,0.61431867,0.55482256,0.32767048
179,0.9660297,0.6132458,0.553761,0.32532284
180,0.9642099,0.61864436,0.5477707,0.3221399
181,0.9645132,0.61467314,0.54761904,0.32241312
182,0.9639066,0.6140504,0.5544434,0.32570496
183,0.970276,0.6183514,0.5494389,0.32283118
184,0.97694874,0.620879,0.5500455,0.3235751
185,0.9708826,0.6199183,0.54974216,0.32261646
186,0.99181074,0.62806296,0.5544434,0.32478023
187,0.9848347,0.6262813,0.54564756,0.32078597
188,0.98817104,0.62985003,0.548074,0.32175475
189,0.9848347,0.6251836,0.5473916,0.32183465
190,0.97785866,0.622041,0.550273,0.3236615
191,0.970276,0.6181395,0.5402639,0.3180133
192,0.9972702,0.6335212,0.5486048,0.32309523
193,0.978162,0.62376565,0.5479224,0.32140294
194,0.97785866,0.6231657,0.54913557,0.3221469
195,0.9751289,0.62145716,0.5460267,0.32059926
196,1.0090991,0.6420679,0.55110705,0.32364506
197,0.9711859,0.6170704,0.54132545,0.31854627
198,0.9802851,0.6208738,0.5430695,0.31911013
199,0.98331815,0.6240833,0.54253864,0.31798384
